geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	meanRawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
ENSG00000000459	S24.tsv	0.769535662664368	1	0.47	0.12	19	22.1	23.34	21.3	144.56	FALSE	1	0	601
ENSG00000000459	S25.tsv	0.679144579580485	1	-0.37	-0.17	23	22.1	18.93	21.3	144.56	FALSE	1	0	601.5
ENSG00000000459	S26.tsv	0.966573083833252	1	-0.13	-0.09	13	22.1	20.04	21.3	144.56	FALSE	1	0	601
ENSG00000000459	S27.tsv	0.745319453982726	1	0.5	0.13	19	22.1	23.52	21.3	144.56	FALSE	1	0	601
ENSG00000000459	S28.tsv	0.304450299322955	1	0.96	0.29	35	22.1	26.24	21.3	144.56	FALSE	1	0	601
ENSG00000000459	S29.tsv	0.513666851504641	1	0.79	0.23	22	22.1	25.23	21.3	144.56	FALSE	1	0	601.5
ENSG00000000459	S30.tsv	0.444244294239808	1	0.82	0.24	27	22.1	25.44	21.3	144.56	FALSE	1	0	601
ENSG00000000460	S01.tsv	0.47706321027848	1	0.75	0.29	31	19.3	22.85	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S02.tsv	0.713809756914862	1	-0.38	-0.26	16	19.3	15.29	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S03.tsv	0.275040151373775	1	-1.12	-0.63	15	19.3	11.72	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S04.tsv	0.629182191994924	1	-0.45	-0.3	20	19.3	14.91	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S05.tsv	0.144511926878716	1	-1.75	-0.94	8	19.3	9.13	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S06.tsv	0.519697226768058	1	-0.56	-0.35	28	19.3	14.42	18.56	15.57	FALSE	0	0	601
ENSG00000000460	S07.tsv	0.31157036806857	1	-1.1	-0.62	12	19.3	11.72	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S08.tsv	0.722927345854317	1	0.5	0.17	17	19.3	20.97	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S09.tsv	0.417816052194619	1	-0.89	-0.52	12	19.3	12.65	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S10.tsv	0.738763770662333	1	-0.34	-0.25	16	19.3	15.47	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S11.tsv	0.293146849584952	1	1.07	0.45	27	19.3	25.61	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S12.tsv	1	1	0.13	-0.02	26	19.3	18.33	18.56	15.57	FALSE	0	0	601
ENSG00000000460	S13.tsv	0.295789983432122	1	1.05	0.44	29	19.3	25.42	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S14.tsv	0.585778324423072	1	0.69	0.26	17	19.3	22.43	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S15.tsv	0.113491367704216	1	1.45	0.63	38	19.3	29.16	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S16.tsv	0.390589645329204	1	-0.9	-0.52	14	19.3	12.65	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S17.tsv	0.155860563820397	1	1.53	0.67	17	19.3	30.58	18.56	15.57	FALSE	0	0	601
ENSG00000000460	S18.tsv	0.642596801436454	1	-0.6	-0.37	9	19.3	13.98	18.56	15.57	FALSE	0	0	601
ENSG00000000460	S19.tsv	0.234469514384249	1	-1.5	-0.82	7	19.3	9.92	18.56	15.57	FALSE	1	0	602
ENSG00000000460	S20.tsv	0.0560069018824926	1	1.7	0.76	40	19.3	31.85	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S21.tsv	0.752682227765902	1	0.43	0.13	24	19.3	20.39	18.56	15.57	FALSE	0	0	601
ENSG00000000460	S22.tsv	0.460652440791252	1	0.84	0.34	20	19.3	23.69	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S23.tsv	0.195532618169968	1	-1.51	-0.82	9	19.3	10.01	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S24.tsv	0.469167530677325	1	-0.97	-0.55	7	19.3	12.09	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S25.tsv	0.738974523673183	1	-0.35	-0.25	15	19.3	15.41	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S26.tsv	0.507728485293177	1	0.82	0.33	15	19.3	23.63	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S27.tsv	0.731490258676853	1	0.46	0.15	23	19.3	20.61	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S28.tsv	0.396933032277877	1	-0.79	-0.46	22	19.3	13.27	18.56	15.57	FALSE	1	0	601
ENSG00000000460	S29.tsv	0.217076198225696	1	1.24	0.53	26	19.3	27.22	18.56	15.57	FALSE	1	0	601.5
ENSG00000000460	S30.tsv	0.665048613915056	1	0.56	0.2	19	19.3	21.43	18.56	15.57	FALSE	1	0	601
ENSG00000000461	S01.tsv	0.412508174073428	1	0.83	0.22	50	35.97	40.82	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S02.tsv	1	1	0.1	0	35	35.97	34.85	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S03.tsv	0.118838748112445	1	1.45	0.41	53	35.97	46.68	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S04.tsv	0.115326186049806	1	-1.62	-0.53	27	35.97	24.01	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S05.tsv	0.742681496337641	1	0.51	0.12	24	35.97	38.16	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S06.tsv	0.276845429361731	1	-1.09	-0.36	30	35.97	26.96	34.87	68.9	FALSE	0	0	601
ENSG00000000461	S07.tsv	1	1	0.06	-0.02	34	35.97	34.55	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S08.tsv	0.47136029195226	1	0.87	0.23	30	35.97	41.27	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S09.tsv	0.0420571835488489	1	1.77	0.51	63	35.97	49.97	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S10.tsv	0.757337002108743	1	-0.3	-0.13	33	35.97	31.96	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S11.tsv	0.179289911725068	1	1.31	0.37	47	35.97	45.31	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S12.tsv	0.595778973367876	1	-0.46	-0.17	42	35.97	30.89	34.87	68.9	FALSE	0	0	601
ENSG00000000461	S13.tsv	0.337695540632984	1	0.91	0.24	58	35.97	41.54	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S14.tsv	0.0653911305554991	1	-2.17	-0.69	18	35.97	21.16	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S15.tsv	0.792024513260556	1	-0.23	-0.1	41	35.97	32.51	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S16.tsv	0.974185233967338	1	-0.01	-0.04	45	35.97	34.07	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S17.tsv	0.238084829974596	1	-1.43	-0.47	18	35.97	24.87	34.87	68.9	FALSE	0	0	601
ENSG00000000461	S18.tsv	0.960406792898624	1	0.2	0.03	25	35.97	35.67	34.87	68.9	FALSE	0	0	601
ENSG00000000461	S19.tsv	0.181730512381277	1	-1.49	-0.49	22	35.97	24.64	34.87	68.9	FALSE	1	0	602
ENSG00000000461	S20.tsv	0.264611741072266	1	1.15	0.32	41	35.97	43.83	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S21.tsv	0.517335210290741	1	0.67	0.17	53	35.97	39.43	34.87	68.9	FALSE	0	0	601
ENSG00000000461	S22.tsv	0.750773970885764	1	-0.29	-0.12	37	35.97	32.05	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S23.tsv	0.0989840090012381	1	-1.76	-0.57	24	35.97	23.23	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S24.tsv	0.931828442870488	1	-0.11	-0.07	27	35.97	33.3	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S25.tsv	1	1	0.02	-0.03	34	35.97	34.25	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S26.tsv	0.333071512474879	1	1.14	0.31	29	35.97	43.78	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S27.tsv	0.959450270335784	1	-0.06	-0.05	31	35.97	33.69	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S28.tsv	0.96036970400924	1	-0.02	-0.04	50	35.97	34.02	34.87	68.9	FALSE	1	0	601
ENSG00000000461	S29.tsv	0.971393323615385	1	-0.06	-0.05	28	35.97	33.71	34.87	68.9	FALSE	1	0	601.5
ENSG00000000461	S30.tsv	1	1	0.1	0	30	35.97	34.86	34.87	68.9	FALSE	1	0	601
ENSG00000000462	S01.tsv	0.500174556168855	1	0.67	0.17	59	45.93	50.23	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S02.tsv	0.817834171345554	1	0.33	0.07	45	45.93	46.77	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S03.tsv	0.164489269998118	1	1.18	0.32	71	45.93	56.1	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S04.tsv	0.00335663733744873	1	-2.95	-0.93	25	45.93	22.99	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S05.tsv	0.786511454090937	1	-0.24	-0.11	36	45.93	41.37	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S06.tsv	0.857266966894579	1	0.26	0.04	67	45.93	46.04	44.43	80.02	FALSE	0	0	601
ENSG00000000462	S07.tsv	0.0590739269388827	1	1.61	0.45	64	45.93	61.54	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S08.tsv	0.838196230962285	1	0.33	0.07	35	45.93	46.8	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S09.tsv	0.701678545303889	1	-0.3	-0.13	44	45.93	40.79	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S10.tsv	0.944438724123989	1	0.19	0.02	50	45.93	45.33	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S11.tsv	1	1	0.13	0	49	45.93	44.75	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S12.tsv	0.461731451828642	1	0.75	0.19	49	45.93	51.22	44.43	80.02	FALSE	0	0	601
ENSG00000000462	S13.tsv	0.678051065567828	1	-0.33	-0.14	45	45.93	40.58	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S14.tsv	1	1	0.09	-0.01	47	45.93	44.43	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S15.tsv	0.850305028093878	1	0.27	0.05	62	45.93	46.16	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S16.tsv	0.478784415775313	1	0.69	0.18	59	45.93	50.53	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S17.tsv	1	1	0.12	0	33	45.93	44.7	44.43	80.02	FALSE	0	0	601
ENSG00000000462	S18.tsv	0.0544287327234362	1	-2.21	-0.71	18	45.93	26.76	44.43	80.02	FALSE	0	0	601
ENSG00000000462	S19.tsv	0.871523033993974	1	0.28	0.05	41	45.93	46.25	44.43	80.02	FALSE	1	0	602
ENSG00000000462	S20.tsv	0.775471093341294	1	0.36	0.07	53	45.93	47.08	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S21.tsv	0.57720533940435	1	-0.44	-0.17	47	45.93	39.61	44.43	80.02	FALSE	0	0	601
ENSG00000000462	S22.tsv	0.756088857281787	1	0.41	0.09	42	45.93	47.57	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S23.tsv	0.314287567539079	1	1.03	0.28	43	45.93	54.34	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S24.tsv	0.815186149801357	1	-0.22	-0.1	32	45.93	41.5	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S25.tsv	0.182011880887952	1	-1.29	-0.43	30	45.93	32.95	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S26.tsv	0.689906771419337	1	-0.4	-0.16	29	45.93	39.92	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S27.tsv	0.698924670024586	1	-0.31	-0.13	42	45.93	40.69	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S28.tsv	0.759077508224072	1	0.34	0.07	86	45.93	46.82	44.43	80.02	FALSE	1	0	601
ENSG00000000462	S29.tsv	0.0720990597931235	1	-1.84	-0.59	25	45.93	29.18	44.43	80.02	FALSE	1	0	601.5
ENSG00000000462	S30.tsv	0.113765300538447	1	1.47	0.41	50	45.93	59.79	44.43	80.02	FALSE	1	0	601
ENSG00000000463	S01.tsv	0.442886851689531	1	0.75	0.19	117	113.87	125.1	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S02.tsv	1	1	0.04	-0.01	88	113.87	108.38	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S03.tsv	0.901034440682885	1	-0.1	-0.05	113	113.87	105.36	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S04.tsv	0.25490307152092	1	-1.09	-0.34	88	113.87	86.25	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S05.tsv	0.848526358865346	1	0.23	0.04	108	113.87	112.72	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S06.tsv	0.902123649312391	1	-0.09	-0.05	172	113.87	105.71	109.62	39.54	FALSE	0	0	601
ENSG00000000463	S07.tsv	0.17832063906806	1	1.2	0.32	181	113.87	136.93	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S08.tsv	0.177445724263213	1	1.31	0.35	91	113.87	140.27	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S09.tsv	0.728851651384084	1	-0.32	-0.12	97	113.87	100.85	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S10.tsv	0.877236796068641	1	-0.13	-0.06	110	113.87	104.75	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S11.tsv	0.0950008767929857	1	-1.59	-0.48	99	113.87	78.04	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S12.tsv	0.745768006156293	1	0.33	0.07	189	113.87	114.96	109.62	39.54	FALSE	0	0	601
ENSG00000000463	S13.tsv	0.639559406694201	1	0.46	0.11	153	113.87	118.11	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S14.tsv	0.778267851403984	1	-0.27	-0.1	79	113.87	101.79	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S15.tsv	0.248974950066702	1	1.02	0.27	204	113.87	132.23	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S16.tsv	0.994937140838937	1	0.01	-0.02	124	113.87	107.75	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S17.tsv	0.271487830259629	1	1.19	0.32	55	113.87	137.16	109.62	39.54	FALSE	0	0	601
ENSG00000000463	S18.tsv	0.436367610646758	1	-0.77	-0.25	74	113.87	92.08	109.62	39.54	FALSE	0	0	601
ENSG00000000463	S19.tsv	0.136120340253317	1	1.4	0.38	109	113.87	142.78	109.62	39.54	FALSE	1	0	602
ENSG00000000463	S20.tsv	0.490420770758737	1	0.67	0.17	123	113.87	123.24	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S21.tsv	0.0860257068320025	1	-1.62	-0.49	109	113.87	77.65	109.62	39.54	FALSE	0	0	601
ENSG00000000463	S22.tsv	0.383280949347296	1	0.81	0.21	152	113.87	126.76	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S23.tsv	0.902808223328814	1	0.17	0.02	115	113.87	111.25	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S24.tsv	0.0464489839861395	1	-2.13	-0.64	50	113.87	69.72	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S25.tsv	0.283589369325675	1	-1.01	-0.32	96	113.87	87.66	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S26.tsv	0.607410015106412	1	0.54	0.13	86	113.87	120.13	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S27.tsv	0.0252639156427292	1	-2.36	-0.71	54	113.87	66.56	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S28.tsv	0.868728741678101	1	0.2	0.04	116	113.87	112.13	109.62	39.54	FALSE	1	0	601
ENSG00000000463	S29.tsv	0.64450210903477	1	0.46	0.11	136	113.87	118.13	109.62	39.54	FALSE	1	0	601.5
ENSG00000000463	S30.tsv	0.463956692919571	1	0.71	0.18	128	113.87	124.09	109.62	39.54	FALSE	1	0	601
ENSG00000000464	S01.tsv	0.128219006706823	1	-1.6	-0.6	80	98.7	64.21	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S02.tsv	0.688386546648614	1	-0.4	-0.18	78	98.7	86.02	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S03.tsv	0.687108345451262	1	-0.39	-0.18	95	98.7	86.26	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S04.tsv	0.817931529157574	1	-0.22	-0.11	93	98.7	90.03	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S05.tsv	0.637334162241426	1	-0.51	-0.22	55	98.7	83.8	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S06.tsv	0.0765871192770915	1	-1.94	-0.72	57	98.7	58.92	97.74	20.52	FALSE	0	0	601
ENSG00000000464	S07.tsv	0.531188309375715	1	0.65	0.19	136	98.7	111.38	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S08.tsv	0.907071616223413	1	0.18	0.03	70	98.7	99.3	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S09.tsv	0.277154522235921	1	-1.13	-0.43	79	98.7	72.06	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S10.tsv	0.123103984129571	1	1.48	0.48	161	98.7	136.15	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S11.tsv	0.481679352413137	1	-0.71	-0.29	83	98.7	79.72	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S12.tsv	0.955526842193747	1	0.11	0	124	98.7	97.52	97.74	20.52	FALSE	0	0	601
ENSG00000000464	S13.tsv	0.507199060173677	1	0.7	0.2	121	98.7	112.52	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S14.tsv	0.455055282793671	1	-0.77	-0.31	73	98.7	78.57	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S15.tsv	0.292024403476625	1	1.04	0.33	155	98.7	122.44	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S16.tsv	0.599551290434316	1	0.56	0.16	132	98.7	108.85	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S17.tsv	0.275193521694506	1	1.13	0.36	87	98.7	125.22	97.74	20.52	FALSE	0	0	601
ENSG00000000464	S18.tsv	0.755217027889465	1	0.37	0.09	95	98.7	103.88	97.74	20.52	FALSE	0	0	601
ENSG00000000464	S19.tsv	0.263913117120205	1	-1.18	-0.45	68	98.7	71.1	97.74	20.52	FALSE	1	0	602
ENSG00000000464	S20.tsv	0.013914682217063	1	2.28	0.76	146	98.7	165.9	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S21.tsv	0.379956444967674	1	-0.87	-0.34	118	98.7	76.85	97.74	20.52	FALSE	0	0	601
ENSG00000000464	S22.tsv	0.900848601311674	1	-0.11	-0.08	98	98.7	92.46	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S23.tsv	0.683734581734114	1	0.47	0.12	88	98.7	106.4	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S24.tsv	0.928256177870637	1	0.15	0.01	82	98.7	98.53	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S25.tsv	0.676485903226324	1	0.47	0.13	100	98.7	106.48	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S26.tsv	0.711047510077415	1	0.43	0.11	81	98.7	105.57	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S27.tsv	0.0550087417819634	1	1.83	0.6	138	98.7	148.34	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S28.tsv	0.211812674956135	1	-1.27	-0.48	102	98.7	69.61	97.74	20.52	FALSE	1	0	601
ENSG00000000464	S29.tsv	0.968707349319473	1	0.1	0	88	98.7	97.27	97.74	20.52	FALSE	1	0	601.5
ENSG00000000464	S30.tsv	0.399678852912075	1	-0.87	-0.34	78	98.7	76.79	97.74	20.52	FALSE	1	0	601
ENSG00000000465	S01.tsv	0.827392074476259	1	0.26	0.05	127	104.93	106.21	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S02.tsv	0.53216210590413	1	0.66	0.17	111	104.93	115.52	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S03.tsv	0.110220970615823	1	-1.63	-0.53	84	104.93	70.66	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S04.tsv	0.430240787845192	1	-0.76	-0.26	104	104.93	85.16	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S05.tsv	0.993829659396449	1	0.08	-0.01	69	104.93	101.99	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S06.tsv	0.965432561146041	1	0.1	0	131	104.93	102.48	102.56	29.6	FALSE	0	0	601
ENSG00000000465	S07.tsv	0.0672884700546904	1	-1.88	-0.61	83	104.93	66.96	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S08.tsv	0.921807592523535	1	0.17	0.02	75	104.93	103.97	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S09.tsv	0.598871996443317	1	-0.51	-0.19	98	104.93	90	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S10.tsv	0.918570846951748	1	-0.08	-0.06	103	104.93	98.54	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S11.tsv	0.173224352087293	1	-1.37	-0.45	93	104.93	74.83	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S12.tsv	0.440872161861572	1	0.75	0.2	210	104.93	117.8	102.56	29.6	FALSE	0	0	601
ENSG00000000465	S13.tsv	0.0760185880044491	1	1.67	0.48	148	104.93	143.44	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S14.tsv	0.0385074751925519	1	1.95	0.57	126	104.93	152.68	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S15.tsv	0.843584353128355	1	0.25	0.05	125	104.93	105.77	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S16.tsv	0.761520162498655	1	0.35	0.08	127	104.93	108.06	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S17.tsv	0.284933194778483	1	-1.21	-0.4	44	104.93	77.22	102.56	29.6	FALSE	0	0	601
ENSG00000000465	S18.tsv	0.462341266330881	1	0.77	0.2	104	104.93	118.28	102.56	29.6	FALSE	0	0	601
ENSG00000000465	S19.tsv	0.216151982068991	1	1.25	0.35	94	104.93	131.36	102.56	29.6	FALSE	1	0	602
ENSG00000000465	S20.tsv	0.659007332504616	1	-0.43	-0.16	84	104.93	91.39	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S21.tsv	0.214744187107519	1	-1.25	-0.42	85	104.93	76.63	102.56	29.6	FALSE	0	0	601
ENSG00000000465	S22.tsv	0.261618825915641	1	-1.14	-0.38	79	104.93	78.47	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S23.tsv	0.504085852869653	1	-0.66	-0.23	88	104.93	87.07	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S24.tsv	0.267290556661508	1	-1.22	-0.4	50	104.93	77.05	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S25.tsv	0.233792981338997	1	1.16	0.33	129	104.93	128.84	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S26.tsv	0.606025458167216	1	0.56	0.14	95	104.93	113.27	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S27.tsv	0.510837205429706	1	0.69	0.18	108	104.93	116.35	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S28.tsv	0.974892246563894	1	0.09	0	121	104.93	102.26	102.56	29.6	FALSE	1	0	601
ENSG00000000465	S29.tsv	0.87556170640263	1	0.21	0.03	116	104.93	104.95	102.56	29.6	FALSE	1	0	601.5
ENSG00000000465	S30.tsv	0.217687579216585	1	1.2	0.34	137	104.93	129.69	102.56	29.6	FALSE	1	0	601
ENSG00000000466	S01.tsv	0.892848800953009	1	0.19	0.02	190	149.7	147.31	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S02.tsv	0.459685056426258	1	-0.68	-0.24	136	149.7	122.34	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S03.tsv	0.0277217183435677	1	-2.25	-0.72	95	149.7	87.59	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S04.tsv	0.243483202954993	1	1.1	0.3	225	149.7	179.04	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S05.tsv	0.348048019973901	1	-0.92	-0.32	91	149.7	116.15	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S06.tsv	0.931010708290226	1	0.14	0.01	181	149.7	145.94	144.57	29.8	FALSE	0	0	601
ENSG00000000466	S07.tsv	0.262430775847701	1	-1.07	-0.36	121	149.7	112.53	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S08.tsv	0.0484971854538197	1	-2.07	-0.67	71	149.7	90.82	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S09.tsv	0.0966731864523103	1	1.53	0.44	216	149.7	196.19	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S10.tsv	1	1	0.05	-0.02	166	149.7	143.02	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S11.tsv	0.573299557393799	1	0.58	0.14	184	149.7	160.16	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S12.tsv	0.828597471573231	1	-0.17	-0.08	183	149.7	136.65	144.57	29.8	FALSE	0	0	601
ENSG00000000466	S13.tsv	0.511740063382239	1	-0.6	-0.22	143	149.7	124.59	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S14.tsv	0.138107294825142	1	1.42	0.4	145	149.7	191.84	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S15.tsv	0.658861166775673	1	0.46	0.11	237	149.7	156.15	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S16.tsv	0.585831617982349	1	-0.49	-0.18	155	149.7	127.63	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S17.tsv	0.671250523070869	1	-0.41	-0.16	85	149.7	129.69	144.57	29.8	FALSE	0	0	601
ENSG00000000466	S18.tsv	0.927448524649922	1	-0.07	-0.05	86	149.7	139.36	144.57	29.8	FALSE	0	0	601
ENSG00000000466	S19.tsv	0.51002302788284	1	0.69	0.18	124	149.7	164.02	144.57	29.8	FALSE	1	0	602
ENSG00000000466	S20.tsv	0.534127679068516	1	0.65	0.17	141	149.7	162.51	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S21.tsv	0.909083098344528	1	0.17	0.02	175	149.7	146.76	144.57	29.8	FALSE	0	0	601
ENSG00000000466	S22.tsv	0.948394639121502	1	-0.03	-0.04	125	149.7	140.56	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S23.tsv	0.710310524873395	1	-0.33	-0.13	120	149.7	131.87	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S24.tsv	0.444695272035151	1	-0.75	-0.26	91	149.7	120.65	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S25.tsv	0.174231999793494	1	1.28	0.36	195	149.7	186.02	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S26.tsv	0.0743289176918263	1	-1.88	-0.61	68	149.7	94.66	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S27.tsv	0.330171170828991	1	0.95	0.26	171	149.7	173.46	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S28.tsv	0.799330745507695	1	0.29	0.06	224	149.7	150.68	144.57	29.8	FALSE	1	0	601
ENSG00000000466	S29.tsv	0.203494622192684	1	1.22	0.34	168	149.7	183.61	144.57	29.8	FALSE	1	0	601.5
ENSG00000000466	S30.tsv	0.303337150490484	1	1	0.27	179	149.7	175.17	144.57	29.8	FALSE	1	0	601
